gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	Bcell	CAF	CD4.T	EC	Exhausted_CD8_T_cell	Fast_cycling	Fib	G0_arrested	Mac	Mast	Peri	Plas.B	Slow_cycling	TAM	Treg	cDC	pDC
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC0B6207B1C	WNT2B	0.014	0.031	0.011	0.042	0.004	0.027	0.04	0.018	0.012	0.0	0.014	0.014	0.027	0.022	0.006	0.016	0.016
WNT3	P56703	False	WNT3_HUMAN		CPI-SC092B44A03	WNT3	0.002	0.004	0.003	0.003	0.002	0.024	0.009	0.013	0.0	0.0	0.005	0.001	0.012	0.0	0.0	0.0	0.003
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC0DCBE8C69	WNT3A	0.0	0.0	0.0	0.003	0.0	0.007	0.0	0.003	0.0	0.0	0.009	0.0	0.003	0.0	0.0	0.0	0.002
WNT4	P56705	False	WNT4_HUMAN		CPI-SC04AF69F59	WNT4	0.007	0.001	0.001	0.002	0.0	0.014	0.019	0.017	0.0	0.0	0.002	0.007	0.024	0.0	0.002	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC0E149DD74	WNT5A	0.009	0.221	0.005	0.034	0.001	0.093	0.049	0.112	0.127	0.0	0.038	0.023	0.129	0.12	0.001	0.079	0.007
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC09771D617	WNT5B	0.009	0.067	0.002	0.005	0.001	0.008	0.022	0.015	0.003	0.0	0.005	0.032	0.007	0.013	0.001	0.01	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC0B2882B83	WNT6	0.015	0.005	0.003	0.008	0.007	0.148	0.006	0.024	0.005	0.0	0.059	0.01	0.064	0.004	0.004	0.004	0.003
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC0D9880D62	WNT7A	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC0B4243FE6	WNT7B	0.011	0.029	0.01	0.013	0.006	0.141	0.007	0.041	0.004	0.0	0.007	0.007	0.137	0.005	0.002	0.004	0.0
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SC023CD2194	WNT8B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0F7419D8D	WNT9A	0.0	0.008	0.001	0.0	0.0	0.024	0.019	0.008	0.0	0.0	0.0	0.001	0.011	0.001	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SC0B697A1AC	WNT9B	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SC012DB3194	WNT10A	0.015	0.003	0.027	0.008	0.007	0.013	0.002	0.003	0.002	0.0	0.002	0.052	0.007	0.001	0.047	0.004	0.145
WNT11	O96014	False	WNT11_HUMAN		CPI-SC08E2BBB8C	WNT11	0.001	0.008	0.0	0.003	0.0	0.004	0.044	0.003	0.0	0.024	0.002	0.001	0.008	0.001	0.001	0.001	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC04CC06812	WNT16	0.01	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SC03346B36E	WNT2	0.001	0.472	0.0	0.006	0.001	0.0	0.321	0.002	0.001	0.0	0.007	0.0	0.002	0.001	0.0	0.001	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC0FBD05A5F	WNT2B	0.014	0.031	0.011	0.042	0.004	0.027	0.04	0.018	0.012	0.0	0.014	0.014	0.027	0.022	0.006	0.016	0.016
WNT3	P56703	False	WNT3_HUMAN		CPI-SC0AA850318	WNT3	0.002	0.004	0.003	0.003	0.002	0.024	0.009	0.013	0.0	0.0	0.005	0.001	0.012	0.0	0.0	0.0	0.003
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC00806A658	WNT3A	0.0	0.0	0.0	0.003	0.0	0.007	0.0	0.003	0.0	0.0	0.009	0.0	0.003	0.0	0.0	0.0	0.002
WNT4	P56705	False	WNT4_HUMAN		CPI-SC0A1AC8874	WNT4	0.007	0.001	0.001	0.002	0.0	0.014	0.019	0.017	0.0	0.0	0.002	0.007	0.024	0.0	0.002	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC027A59AFB	WNT5A	0.009	0.221	0.005	0.034	0.001	0.093	0.049	0.112	0.127	0.0	0.038	0.023	0.129	0.12	0.001	0.079	0.007
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC01FEEE70F	WNT5B	0.009	0.067	0.002	0.005	0.001	0.008	0.022	0.015	0.003	0.0	0.005	0.032	0.007	0.013	0.001	0.01	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC03754EC20	WNT6	0.015	0.005	0.003	0.008	0.007	0.148	0.006	0.024	0.005	0.0	0.059	0.01	0.064	0.004	0.004	0.004	0.003
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC032AE5D59	WNT7A	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC0F9CBA955	WNT7B	0.011	0.029	0.01	0.013	0.006	0.141	0.007	0.041	0.004	0.0	0.007	0.007	0.137	0.005	0.002	0.004	0.0
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SC0763E7AF2	WNT8B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0B092EF65	WNT9A	0.0	0.008	0.001	0.0	0.0	0.024	0.019	0.008	0.0	0.0	0.0	0.001	0.011	0.001	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SC0B1D0028B	WNT9B	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SC0991BCC7F	WNT10A	0.015	0.003	0.027	0.008	0.007	0.013	0.002	0.003	0.002	0.0	0.002	0.052	0.007	0.001	0.047	0.004	0.145
WNT11	O96014	False	WNT11_HUMAN		CPI-SC0FD6A26C5	WNT11	0.001	0.008	0.0	0.003	0.0	0.004	0.044	0.003	0.0	0.024	0.002	0.001	0.008	0.001	0.001	0.001	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC0B3222CB2	WNT16	0.01	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SC059A22B9E	WNT2	0.001	0.472	0.0	0.006	0.001	0.0	0.321	0.002	0.001	0.0	0.007	0.0	0.002	0.001	0.0	0.001	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC081C6762E	WNT2B	0.014	0.031	0.011	0.042	0.004	0.027	0.04	0.018	0.012	0.0	0.014	0.014	0.027	0.022	0.006	0.016	0.016
WNT3	P56703	False	WNT3_HUMAN		CPI-SC0ACB46CDE	WNT3	0.002	0.004	0.003	0.003	0.002	0.024	0.009	0.013	0.0	0.0	0.005	0.001	0.012	0.0	0.0	0.0	0.003
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC03E162C20	WNT3A	0.0	0.0	0.0	0.003	0.0	0.007	0.0	0.003	0.0	0.0	0.009	0.0	0.003	0.0	0.0	0.0	0.002
WNT4	P56705	False	WNT4_HUMAN		CPI-SC033C6423D	WNT4	0.007	0.001	0.001	0.002	0.0	0.014	0.019	0.017	0.0	0.0	0.002	0.007	0.024	0.0	0.002	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC0DD562B41	WNT5A	0.009	0.221	0.005	0.034	0.001	0.093	0.049	0.112	0.127	0.0	0.038	0.023	0.129	0.12	0.001	0.079	0.007
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC0D06695E4	WNT5B	0.009	0.067	0.002	0.005	0.001	0.008	0.022	0.015	0.003	0.0	0.005	0.032	0.007	0.013	0.001	0.01	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC07E1924FB	WNT6	0.015	0.005	0.003	0.008	0.007	0.148	0.006	0.024	0.005	0.0	0.059	0.01	0.064	0.004	0.004	0.004	0.003
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC07F714A57	WNT7A	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC0171B2960	WNT7B	0.011	0.029	0.01	0.013	0.006	0.141	0.007	0.041	0.004	0.0	0.007	0.007	0.137	0.005	0.002	0.004	0.0
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SC0B3B59128	WNT8B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0EDC637EC	WNT9A	0.0	0.008	0.001	0.0	0.0	0.024	0.019	0.008	0.0	0.0	0.0	0.001	0.011	0.001	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SC09A9169B5	WNT9B	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC08496F2AE	WNT11	0.001	0.008	0.0	0.003	0.0	0.004	0.044	0.003	0.0	0.024	0.002	0.001	0.008	0.001	0.001	0.001	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC0A27844A8	WNT16	0.01	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SC0A070755C	WNT2	0.001	0.472	0.0	0.006	0.001	0.0	0.321	0.002	0.001	0.0	0.007	0.0	0.002	0.001	0.0	0.001	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC02D16C89A	WNT2B	0.014	0.031	0.011	0.042	0.004	0.027	0.04	0.018	0.012	0.0	0.014	0.014	0.027	0.022	0.006	0.016	0.016
WNT3	P56703	False	WNT3_HUMAN		CPI-SC08EAA7ADA	WNT3	0.002	0.004	0.003	0.003	0.002	0.024	0.009	0.013	0.0	0.0	0.005	0.001	0.012	0.0	0.0	0.0	0.003
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC010EF74F3	WNT3A	0.0	0.0	0.0	0.003	0.0	0.007	0.0	0.003	0.0	0.0	0.009	0.0	0.003	0.0	0.0	0.0	0.002
WNT4	P56705	False	WNT4_HUMAN		CPI-SC0C945DA9F	WNT4	0.007	0.001	0.001	0.002	0.0	0.014	0.019	0.017	0.0	0.0	0.002	0.007	0.024	0.0	0.002	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC01D1E05E8	WNT5A	0.009	0.221	0.005	0.034	0.001	0.093	0.049	0.112	0.127	0.0	0.038	0.023	0.129	0.12	0.001	0.079	0.007
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC0FE1FBFB5	WNT5B	0.009	0.067	0.002	0.005	0.001	0.008	0.022	0.015	0.003	0.0	0.005	0.032	0.007	0.013	0.001	0.01	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC04CBB7552	WNT6	0.015	0.005	0.003	0.008	0.007	0.148	0.006	0.024	0.005	0.0	0.059	0.01	0.064	0.004	0.004	0.004	0.003
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC0DFEAE26D	WNT7A	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC0C61B7F73	WNT7B	0.011	0.029	0.01	0.013	0.006	0.141	0.007	0.041	0.004	0.0	0.007	0.007	0.137	0.005	0.002	0.004	0.0
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SC04DB219CB	WNT8B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC06EFA5CC2	WNT9A	0.0	0.008	0.001	0.0	0.0	0.024	0.019	0.008	0.0	0.0	0.0	0.001	0.011	0.001	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SC0FF762677	WNT9B	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC0342728D2	WNT11	0.001	0.008	0.0	0.003	0.0	0.004	0.044	0.003	0.0	0.024	0.002	0.001	0.008	0.001	0.001	0.001	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC081E1CE0B	WNT16	0.01	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SC0DC10FB9C	WNT2	0.001	0.472	0.0	0.006	0.001	0.0	0.321	0.002	0.001	0.0	0.007	0.0	0.002	0.001	0.0	0.001	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC0796645C7	WNT2B	0.014	0.031	0.011	0.042	0.004	0.027	0.04	0.018	0.012	0.0	0.014	0.014	0.027	0.022	0.006	0.016	0.016
WNT3	P56703	False	WNT3_HUMAN		CPI-SC08E139858	WNT3	0.002	0.004	0.003	0.003	0.002	0.024	0.009	0.013	0.0	0.0	0.005	0.001	0.012	0.0	0.0	0.0	0.003
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC03671C9F6	WNT3A	0.0	0.0	0.0	0.003	0.0	0.007	0.0	0.003	0.0	0.0	0.009	0.0	0.003	0.0	0.0	0.0	0.002
WNT4	P56705	False	WNT4_HUMAN		CPI-SC068774A8A	WNT4	0.007	0.001	0.001	0.002	0.0	0.014	0.019	0.017	0.0	0.0	0.002	0.007	0.024	0.0	0.002	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC039EE3D74	WNT5A	0.009	0.221	0.005	0.034	0.001	0.093	0.049	0.112	0.127	0.0	0.038	0.023	0.129	0.12	0.001	0.079	0.007
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC02D62FB5B	WNT5B	0.009	0.067	0.002	0.005	0.001	0.008	0.022	0.015	0.003	0.0	0.005	0.032	0.007	0.013	0.001	0.01	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC04FC6D5DC	WNT6	0.015	0.005	0.003	0.008	0.007	0.148	0.006	0.024	0.005	0.0	0.059	0.01	0.064	0.004	0.004	0.004	0.003
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC01C485556	WNT7A	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC017027176	WNT7B	0.011	0.029	0.01	0.013	0.006	0.141	0.007	0.041	0.004	0.0	0.007	0.007	0.137	0.005	0.002	0.004	0.0
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SC0AF2D49CF	WNT8B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC02CD488A4	WNT9A	0.0	0.008	0.001	0.0	0.0	0.024	0.019	0.008	0.0	0.0	0.0	0.001	0.011	0.001	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SC0EFB3CEDF	WNT9B	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SC0F00C86AC	WNT10A	0.015	0.003	0.027	0.008	0.007	0.013	0.002	0.003	0.002	0.0	0.002	0.052	0.007	0.001	0.047	0.004	0.145
WNT11	O96014	False	WNT11_HUMAN		CPI-SC0714EE585	WNT11	0.001	0.008	0.0	0.003	0.0	0.004	0.044	0.003	0.0	0.024	0.002	0.001	0.008	0.001	0.001	0.001	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC0115378E7	WNT16	0.01	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SC0B3337FB4	WNT2	0.001	0.472	0.0	0.006	0.001	0.0	0.321	0.002	0.001	0.0	0.007	0.0	0.002	0.001	0.0	0.001	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC0DE64F872	WNT2B	0.014	0.031	0.011	0.042	0.004	0.027	0.04	0.018	0.012	0.0	0.014	0.014	0.027	0.022	0.006	0.016	0.016
WNT3	P56703	False	WNT3_HUMAN		CPI-SC026062296	WNT3	0.002	0.004	0.003	0.003	0.002	0.024	0.009	0.013	0.0	0.0	0.005	0.001	0.012	0.0	0.0	0.0	0.003
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC0E5329148	WNT3A	0.0	0.0	0.0	0.003	0.0	0.007	0.0	0.003	0.0	0.0	0.009	0.0	0.003	0.0	0.0	0.0	0.002
WNT4	P56705	False	WNT4_HUMAN		CPI-SC052C897AB	WNT4	0.007	0.001	0.001	0.002	0.0	0.014	0.019	0.017	0.0	0.0	0.002	0.007	0.024	0.0	0.002	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC09CB5E882	WNT5A	0.009	0.221	0.005	0.034	0.001	0.093	0.049	0.112	0.127	0.0	0.038	0.023	0.129	0.12	0.001	0.079	0.007
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC01F6AC0E2	WNT5B	0.009	0.067	0.002	0.005	0.001	0.008	0.022	0.015	0.003	0.0	0.005	0.032	0.007	0.013	0.001	0.01	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC0CBE0F4A0	WNT6	0.015	0.005	0.003	0.008	0.007	0.148	0.006	0.024	0.005	0.0	0.059	0.01	0.064	0.004	0.004	0.004	0.003
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC06078DB4B	WNT7A	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC0E74F7843	WNT7B	0.011	0.029	0.01	0.013	0.006	0.141	0.007	0.041	0.004	0.0	0.007	0.007	0.137	0.005	0.002	0.004	0.0
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SC0A41E0EEB	WNT8B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC02FD11A30	WNT9A	0.0	0.008	0.001	0.0	0.0	0.024	0.019	0.008	0.0	0.0	0.0	0.001	0.011	0.001	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SC0F2E04267	WNT9B	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SC0AB470FD0	WNT10A	0.015	0.003	0.027	0.008	0.007	0.013	0.002	0.003	0.002	0.0	0.002	0.052	0.007	0.001	0.047	0.004	0.145
WNT11	O96014	False	WNT11_HUMAN		CPI-SC0D837BE1B	WNT11	0.001	0.008	0.0	0.003	0.0	0.004	0.044	0.003	0.0	0.024	0.002	0.001	0.008	0.001	0.001	0.001	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC067A0FAD8	WNT16	0.01	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SC0F9BC4D34	WNT2	0.001	0.472	0.0	0.006	0.001	0.0	0.321	0.002	0.001	0.0	0.007	0.0	0.002	0.001	0.0	0.001	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC063E27411	WNT2B	0.014	0.031	0.011	0.042	0.004	0.027	0.04	0.018	0.012	0.0	0.014	0.014	0.027	0.022	0.006	0.016	0.016
WNT3	P56703	False	WNT3_HUMAN		CPI-SC06C2EDE8B	WNT3	0.002	0.004	0.003	0.003	0.002	0.024	0.009	0.013	0.0	0.0	0.005	0.001	0.012	0.0	0.0	0.0	0.003
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC07CD59D6A	WNT3A	0.0	0.0	0.0	0.003	0.0	0.007	0.0	0.003	0.0	0.0	0.009	0.0	0.003	0.0	0.0	0.0	0.002
WNT4	P56705	False	WNT4_HUMAN		CPI-SC006CB27E1	WNT4	0.007	0.001	0.001	0.002	0.0	0.014	0.019	0.017	0.0	0.0	0.002	0.007	0.024	0.0	0.002	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC00FA2B152	WNT5A	0.009	0.221	0.005	0.034	0.001	0.093	0.049	0.112	0.127	0.0	0.038	0.023	0.129	0.12	0.001	0.079	0.007
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC059D7F9EE	WNT5B	0.009	0.067	0.002	0.005	0.001	0.008	0.022	0.015	0.003	0.0	0.005	0.032	0.007	0.013	0.001	0.01	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC0F73E951B	WNT6	0.015	0.005	0.003	0.008	0.007	0.148	0.006	0.024	0.005	0.0	0.059	0.01	0.064	0.004	0.004	0.004	0.003
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC0B5A3F59F	WNT7A	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC0BFCEDA56	WNT7B	0.011	0.029	0.01	0.013	0.006	0.141	0.007	0.041	0.004	0.0	0.007	0.007	0.137	0.005	0.002	0.004	0.0
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SC09FA2DFEB	WNT8B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0C6A402E9	WNT9A	0.0	0.008	0.001	0.0	0.0	0.024	0.019	0.008	0.0	0.0	0.0	0.001	0.011	0.001	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SC0376B7DC8	WNT9B	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SC039BEEDE4	WNT10A	0.015	0.003	0.027	0.008	0.007	0.013	0.002	0.003	0.002	0.0	0.002	0.052	0.007	0.001	0.047	0.004	0.145
WNT11	O96014	False	WNT11_HUMAN		CPI-SC04590CF27	WNT11	0.001	0.008	0.0	0.003	0.0	0.004	0.044	0.003	0.0	0.024	0.002	0.001	0.008	0.001	0.001	0.001	0.0
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC0277D6476	WNT16	0.01	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SC0B4E996CD	WNT2	0.001	0.472	0.0	0.006	0.001	0.0	0.321	0.002	0.001	0.0	0.007	0.0	0.002	0.001	0.0	0.001	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC0DBD2C78A	WNT2B	0.014	0.031	0.011	0.042	0.004	0.027	0.04	0.018	0.012	0.0	0.014	0.014	0.027	0.022	0.006	0.016	0.016
WNT3	P56703	False	WNT3_HUMAN		CPI-SC0596FD9F6	WNT3	0.002	0.004	0.003	0.003	0.002	0.024	0.009	0.013	0.0	0.0	0.005	0.001	0.012	0.0	0.0	0.0	0.003
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC0889E4F05	WNT3A	0.0	0.0	0.0	0.003	0.0	0.007	0.0	0.003	0.0	0.0	0.009	0.0	0.003	0.0	0.0	0.0	0.002
WNT4	P56705	False	WNT4_HUMAN		CPI-SC07D38F0B5	WNT4	0.007	0.001	0.001	0.002	0.0	0.014	0.019	0.017	0.0	0.0	0.002	0.007	0.024	0.0	0.002	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC07DA6989D	WNT5A	0.009	0.221	0.005	0.034	0.001	0.093	0.049	0.112	0.127	0.0	0.038	0.023	0.129	0.12	0.001	0.079	0.007
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC0C1671F4D	WNT5B	0.009	0.067	0.002	0.005	0.001	0.008	0.022	0.015	0.003	0.0	0.005	0.032	0.007	0.013	0.001	0.01	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC0185A7BDE	WNT6	0.015	0.005	0.003	0.008	0.007	0.148	0.006	0.024	0.005	0.0	0.059	0.01	0.064	0.004	0.004	0.004	0.003
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC0B6D1BF72	WNT7A	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC06EFB9697	WNT7B	0.011	0.029	0.01	0.013	0.006	0.141	0.007	0.041	0.004	0.0	0.007	0.007	0.137	0.005	0.002	0.004	0.0
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SC01CC760EE	WNT8B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0F68FD442	WNT9A	0.0	0.008	0.001	0.0	0.0	0.024	0.019	0.008	0.0	0.0	0.0	0.001	0.011	0.001	0.0	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SC0908CF012	WNT9B	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
WNT3	P56703	False	WNT3_HUMAN		CPI-SC0CF9E0563	WNT3	0.002	0.004	0.003	0.003	0.002	0.024	0.009	0.013	0.0	0.0	0.005	0.001	0.012	0.0	0.0	0.0	0.003
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC03686CF16	WNT3A	0.0	0.0	0.0	0.003	0.0	0.007	0.0	0.003	0.0	0.0	0.009	0.0	0.003	0.0	0.0	0.0	0.002
